ZIP,CITY,COUNTY,STATEID,STATE,LAT,LNG,TIMEZONE,MEDIAN_AGE,POPULATION,POPCHANGE#,POPCHANGE%,DENSITY_PER_KM,HOUSING_UNITS,HOMESCHANGE#,HOMESCHANGE%,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MEDINCCHANGE#,MEDINCCHANGE%,200K_MORE_%,MEAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,IN_LABOR_FORCE_%,FERTILITY_RATE_%,VOTING_POPULATION,BELOW_POVERTY_LEVEL_%,EDU_HS_OR_ABOVE_%,EDU_BS_OR_AVOVE_%,M_PER_100_F,AGE_UNDER_18_%,AGE_65_OR_ABOVE_%,RACE_WHITE_%,RACE_BLACK_%,RACE_ASIAN_%,CLUSTER,CLUS_NAME
45202,Cincinnati,Hamilton,OH,Ohio,39.10895,-84.50246,America/New_York,34.0,13552,-209,-0.01518784972022382,2205.9,1990,119,0.06360235168359166,341000,59950,4830,0.08762699564586357,11.8,99991,56897,75.9,6.3,11321,21.9,92.3,59.4,120.6,14.0,10.1,64.6,28.9,2.8,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45204,Cincinnati,Hamilton,OH,Ohio,39.09635,-84.57163,America/New_York,31.1,5928,-137,-0.02258862324814509,831.1,834,-7,-0.008323424494649227,64800,32936,5465,0.19893706090058608,1.2,43123,18785,63.5,5.1,4471,27.6,71.4,18.5,103.6,21.9,9.1,64.3,28.2,1.9,4,"Younger, Employed, Lower Educated, Low Income"
45205,Cincinnati,Hamilton,OH,Ohio,39.11007,-84.57524000000002,America/New_York,29.6,18624,-85,-0.004543267945908386,2578.0,2288,-119,-0.04943913585375987,67800,28973,1804,0.0663992049762597,0.2,37732,14789,65.7,6.800000000000002,12145,29.1,77.2,15.4,99.3,31.5,8.2,55.7,35.9,0.2,5,"Young, Employed, Lower Educated, Low Income"
45206,Cincinnati,Hamilton,OH,Ohio,39.12738,-84.48436,America/New_York,40.7,10709,-366,-0.033047404063205416,2064.4,1780,99,0.05889351576442594,181500,32094,4192,0.15024012615583113,5.7,67521,37927,61.3,5.0,8875,22.8,85.3,40.3,93.5,16.1,14.4,40.6,53.5,1.7,4,"Younger, Employed, Lower Educated, Low Income"
45207,Cincinnati,Hamilton,OH,Ohio,39.14204,-84.47131999999998,America/New_York,22.8,7478,107,0.014516347849681184,2617.8,906,-45,-0.0473186119873817,78100,25313,2522,0.11065771576499496,0.8,40700,16031,51.8,3.3000000000000003,5756,29.6,87.1,15.6,87.1,21.3,9.9,27.4,68.8,0.7,5,"Young, Employed, Lower Educated, Low Income"
45208,Cincinnati,Hamilton,OH,Ohio,39.13474,-84.43445,America/New_York,35.5,18546,29,0.0015661284225306474,1602.0,5518,-30,-0.005407354001441961,343300,86940,7348,0.09232083626495123,17.6,132249,64309,75.6,6.7,14331,4.3,98.1,79.8,86.7,20.3,13.5,88.2,4.9,3.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45209,Cincinnati,Hamilton,OH,Ohio,39.15302,-84.42657,America/New_York,31.0,10473,322,0.031721012708107565,1568.5,2240,77,0.035598705501618116,227200,60637,8035,0.1527508459754382,5.3,81622,45565,80.7,3.6,8996,4.4,94.7,63.4,97.5,11.1,11.9,83.8,10.5,3.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45211,Cincinnati,Hamilton,OH,Ohio,39.15632,-84.59823,America/New_York,33.9,38221,90,0.002360284283129213,1541.5,7527,-54,-0.007123070834982192,103900,39281,579,0.014960467159319932,1.7,51795,22475,67.6,6.5,27679,18.9,88.5,22.8,89.7,25.3,12.0,58.0,37.6,0.7,4,"Younger, Employed, Lower Educated, Low Income"
45212,Cincinnati,Hamilton,OH,Ohio,39.16413,-84.45227,America/New_York,33.9,22209,98,0.004432183076296866,2301.0,4592,-306,-0.0624744793793385,125900,42957,1992,0.0486268766019773,2.1,57742,27373,70.4,5.9,17854,12.3,85.4,31.9,100.7,18.4,10.3,83.5,13.2,0.5,4,"Younger, Employed, Lower Educated, Low Income"
45213,Cincinnati,Hamilton,OH,Ohio,39.18076,-84.42002,America/New_York,39.5,12168,57,0.004706465196928412,1463.9,3158,50,0.016087516087516088,153900,54915,4941,0.09887141313483012,3.4,68298,31393,66.5,7.6,9325,10.0,88.1,40.8,111.1,20.9,16.0,52.8,41.5,0.3,2,"Middle Aged, Employed, Educated, Higher Income"
45214,Cincinnati,Hamilton,OH,Ohio,39.1226,-84.54458000000002,America/New_York,29.7,8366,-191,-0.0223209068598808,1486.3,699,75,0.1201923076923077,62100,20030,2770,0.16048667439165698,0.5,29666,13264,55.0,6.3,5759,39.7,75.1,11.4,88.4,29.6,9.4,22.0,73.7,0.7,5,"Young, Employed, Lower Educated, Low Income"
45215,Cincinnati,Hamilton,OH,Ohio,39.23524000000001,-84.46194,America/New_York,40.1,30860,13,0.00042143482348364514,973.9,7108,113,0.016154395997140816,133500,49135,2318,0.04951192942734477,6.0,77104,32351,63.0,3.3000000000000003,22636,12.6,89.7,32.2,89.2,23.5,15.0,60.8,32.6,1.6,2,"Middle Aged, Employed, Educated, Higher Income"
45216,Cincinnati,Hamilton,OH,Ohio,39.2009,-84.48175,America/New_York,38.5,8929,-530,-0.05603129294851465,1224.3,1801,-45,-0.02437703141928494,77600,33036,3100,0.1035542490646713,1.1,43567,20092,61.7,2.6,6383,21.9,76.7,12.9,109.8,20.9,11.9,63.9,26.9,1.6,4,"Younger, Employed, Lower Educated, Low Income"
45217,Cincinnati,Hamilton,OH,Ohio,39.16757,-84.49731,America/New_York,35.1,7160,150,0.021398002853067047,1225.7,1528,-54,-0.03413400758533502,96500,40638,1502,0.0383789860997547,2.8,55490,23480,67.0,7.6,5037,21.0,86.7,19.0,83.8,29.0,11.7,51.5,44.5,0.0,4,"Younger, Employed, Lower Educated, Low Income"
45218,Cincinnati,Hamilton,OH,Ohio,39.26646,-84.5222,America/New_York,41.1,3875,145,0.0388739946380697,919.0,1119,83,0.08011583011583012,115000,60123,3053,0.053495707026458734,3.1,72236,29343,67.3,2.4,2817,8.2,93.7,34.1,84.2,26.6,15.6,81.3,12.9,0.9,2,"Middle Aged, Employed, Educated, Higher Income"
45219,Cincinnati,Hamilton,OH,Ohio,39.12738,-84.51303,America/New_York,21.6,18009,-244,-0.013367665589218213,3637.2,1281,103,0.08743633276740237,105600,26437,692,0.026879005632161584,0.4,35647,14265,59.2,0.8,15897,18.3,88.1,38.6,129.4,7.2,4.5,66.0,23.4,4.8,5,"Young, Employed, Lower Educated, Low Income"
45220,Cincinnati,Hamilton,OH,Ohio,39.14857,-84.52073,America/New_York,28.3,13932,-29,-0.002077215099204928,2062.9,1869,23,0.012459371614301192,251000,36589,1637,0.04683566033417258,6.8,65494,31773,67.6,3.2,10303,13.1,92.5,62.4,97.5,12.5,12.2,65.3,17.4,12.6,5,"Young, Employed, Lower Educated, Low Income"
45223,Cincinnati,Hamilton,OH,Ohio,39.17123,-84.54898,America/New_York,32.6,12612,90,0.007187350263536177,821.8,2306,36,0.015859030837004406,108500,34808,3110,0.09811344564325823,1.0,48681,22891,69.7,7.8,9095,34.1,85.9,34.3,91.8,26.5,9.1,48.6,47.3,0.3,5,"Young, Employed, Lower Educated, Low Income"
45224,Cincinnati,Hamilton,OH,Ohio,39.20103,-84.53171999999998,America/New_York,45.3,20537,659,0.033152228594426,1192.2,5718,280,0.05148951820522251,114500,45482,1564,0.03561182203196867,2.3,58231,27114,60.8,5.0,16271,10.2,89.0,31.0,78.7,20.2,20.6,42.8,52.6,0.4,3,"Older, Employed, Lower Educated, Middle Income"
45225,Cincinnati,Hamilton,OH,Ohio,39.14307,-84.55211,America/New_York,25.3,9560,868,0.09986194201564658,1120.0,646,-11,-0.0167427701674277,56000,13491,79,0.005890247539516851,0.0,21178,9298,58.0,12.6,5814,66.4,69.8,6.4,71.2,37.3,5.3,17.1,78.2,0.2,5,"Young, Employed, Lower Educated, Low Income"
45226,Cincinnati,Hamilton,OH,Ohio,39.11128,-84.41999,America/New_York,31.3,5483,234,0.044579919984759,375.4,1516,80,0.055710306406685235,263100,75000,8971,0.1358645443668691,16.3,126716,60985,79.1,5.0,4393,7.8,94.5,67.9,93.8,18.2,9.0,96.0,1.8,0.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45227,Cincinnati,Hamilton,OH,Ohio,39.15386,-84.38523,America/New_York,36.6,18206,-29,-0.0015903482314230874,1174.1,4032,-36,-0.008849557522123894,128300,50538,263,0.005231228244654401,5.5,73874,35124,67.1,5.2,14077,13.9,93.2,43.3,92.7,20.7,16.0,65.9,26.8,1.4,2,"Middle Aged, Employed, Educated, Higher Income"
45229,Cincinnati,Hamilton,OH,Ohio,39.15266,-84.48689,America/New_York,36.0,12763,125,0.009890805507200506,1839.9,1587,-153,-0.08793103448275863,116300,19582,-1750,-0.0820363772735796,1.1,39169,19197,55.9,6.800000000000002,9501,35.8,80.9,21.9,89.1,24.4,15.7,17.2,79.4,0.1,4,"Younger, Employed, Lower Educated, Low Income"
45230,Cincinnati,Hamilton,OH,Ohio,39.07434,-84.39088000000002,America/New_York,39.1,27202,294,0.010926118626430802,775.8,8321,-4,-0.00048048048048048047,163200,68843,4012,0.061883975258749675,7.0,87147,37628,68.8,7.6,20012,5.7,96.2,49.3,92.9,25.1,15.4,90.0,3.8,1.3,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45231,Cincinnati,Hamilton,OH,Ohio,39.24534,-84.53777,America/New_York,39.3,41276,1511,0.037998239657990686,1099.6,11045,451,0.04257126675476685,103400,50523,2993,0.06297075531243425,1.4,62966,25733,65.4,5.0,30110,12.9,91.0,23.6,85.6,25.7,15.9,50.9,42.4,1.9,4,"Younger, Employed, Lower Educated, Low Income"
45232,Cincinnati,Hamilton,OH,Ohio,39.18256,-84.51096,America/New_York,22.7,6615,-99,-0.014745308310991957,1038.8,490,13,0.027253668763102725,78600,15283,1430,0.1032267378907096,0.6,29001,11471,67.0,9.7,3535,58.5,81.4,14.9,62.6,44.2,4.7,20.8,73.5,0.2,5,"Young, Employed, Lower Educated, Low Income"
45233,Cincinnati,Hamilton,OH,Ohio,39.11841,-84.66578,America/New_York,46.0,16212,61,0.0037768559222339172,549.1,4954,43,0.008755854204846264,201400,76438,1017,0.013484308083955395,7.7,94909,35234,63.4,5.7,12732,4.8,94.3,40.3,91.2,21.0,20.4,96.4,1.3,0.5,2,"Middle Aged, Employed, Educated, Higher Income"
45236,Cincinnati,Hamilton,OH,Ohio,39.2098,-84.39728000000002,America/New_York,41.4,24646,296,0.01215605749486653,1368.6,6841,63,0.009294777220419005,139600,58965,2814,0.050114868835817714,6.1,78925,35812,68.8,6.4,19053,4.4,93.1,40.0,87.9,20.1,17.8,75.7,14.8,5.2,2,"Middle Aged, Employed, Educated, Higher Income"
45237,Cincinnati,Hamilton,OH,Ohio,39.19296,-84.4523,America/New_York,42.4,20167,154,0.007694998251136761,1276.0,4071,220,0.057128018696442476,98200,34186,3239,0.10466281061169096,2.4,50136,23621,57.9,4.4,14952,20.1,85.6,21.1,85.8,23.7,18.1,22.5,72.7,1.4,3,"Older, Employed, Lower Educated, Middle Income"
45238,Cincinnati,Hamilton,OH,Ohio,39.10917,-84.6112,America/New_York,35.8,45662,301,0.006635656180419303,1755.2,10821,6,0.0005547850208044383,117800,47659,1974,0.043208930721243294,1.8,61833,26022,68.0,4.8,33323,10.8,89.1,21.4,93.0,24.4,13.3,75.9,19.4,0.5,4,"Younger, Employed, Lower Educated, Low Income"
45239,Cincinnati,Hamilton,OH,Ohio,39.20448,-84.57991,America/New_York,38.4,27509,-764,-0.027022247373819544,1730.7,7128,-30,-0.004191114836546521,116700,51972,3196,0.06552402821059537,1.0,63054,26840,68.8,6.5,20190,10.4,89.4,21.7,95.8,23.6,13.4,64.0,28.9,4.0,4,"Younger, Employed, Lower Educated, Low Income"
45240,Cincinnati,Hamilton,OH,Ohio,39.28506,-84.52874,America/New_York,36.6,26982,-475,-0.017299777834432022,1139.2,6432,-75,-0.011526048870447213,118700,56941,2038,0.037120011656922206,2.2,65792,25052,69.1,6.5,18346,12.4,90.8,27.0,91.4,26.2,13.7,29.8,58.0,4.6,2,"Middle Aged, Employed, Educated, Higher Income"
45241,Cincinnati,Hamilton,OH,Ohio,39.27709,-84.40191999999998,America/New_York,45.6,24066,359,0.015143206647825537,505.9,7508,368,0.0515406162464986,204500,80934,6571,0.0883638368543496,12.5,104297,43569,66.0,3.4000000000000004,17882,4.2,94.4,50.2,98.7,20.9,19.7,82.1,8.6,5.3,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45242,Cincinnati,Hamilton,OH,Ohio,39.24359000000001,-84.35637,America/New_York,43.9,22328,-288,-0.012734347364697559,617.4,6992,-13,-0.00185581727337616,280800,87350,6589,0.08158640928170775,17.0,132337,51608,62.6,7.7,15785,3.8,96.7,58.6,97.2,24.5,19.9,82.9,4.7,8.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45243,Cincinnati,Hamilton,OH,Ohio,39.1838,-84.34176,America/New_York,44.7,15006,11,0.0007335778592864287,296.0,4876,5,0.0010264832683227264,382000,113668,7203,0.06765603719532241,26.9,189088,69732,61.0,3.3000000000000003,10939,1.8,97.4,72.3,93.7,24.9,17.8,92.4,1.5,4.4,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45244,Cincinnati,Hamilton,OH,Ohio,39.11988,-84.32746999999998,America/New_York,39.4,28874,-122,-0.004207476893364603,502.1,8221,142,0.017576432726822626,238000,89576,3963,0.04628969899431161,14.9,119352,42933,66.9,4.3,20534,5.4,93.0,50.3,97.0,27.7,13.3,95.3,0.9,1.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45245,Cincinnati,Clermont,OH,Ohio,39.06273,-84.27534,America/New_York,41.5,19861,171,0.00868461147790757,453.8,5586,-27,-0.004810261892036344,162100,63920,383,0.006027983694540189,6.6,84179,35200,66.1,4.8,15697,4.3,93.6,32.8,93.5,19.6,16.3,93.3,3.1,1.8,2,"Middle Aged, Employed, Educated, Higher Income"
45246,Cincinnati,Hamilton,OH,Ohio,39.28959,-84.46687,America/New_York,41.7,14493,-403,-0.027054242749731467,575.4,3293,228,0.07438825448613377,131100,53564,3167,0.06284104212552334,5.4,75837,32223,62.7,2.0,9465,13.6,86.7,32.8,79.7,26.8,19.3,61.5,29.2,3.7,2,"Middle Aged, Employed, Educated, Higher Income"
45247,Cincinnati,Hamilton,OH,Ohio,39.22035,-84.65160999999998,America/New_York,45.3,22298,76,0.003420034200342004,401.8,7434,163,0.0224178242332554,194700,70551,61,0.0008653709746063271,8.7,92432,38993,65.9,3.1,17791,4.8,94.7,36.3,93.4,19.6,21.1,93.7,4.2,0.7,2,"Middle Aged, Employed, Educated, Higher Income"
45248,Cincinnati,Hamilton,OH,Ohio,39.16433,-84.66253,America/New_York,40.8,24616,-163,-0.006578150853545341,809.0,8246,-38,-0.004587155963302753,138500,72714,4483,0.06570327270595477,7.4,89458,35351,67.7,3.7,18648,3.9,95.1,32.3,93.0,23.7,16.3,95.4,1.9,0.5,2,"Middle Aged, Employed, Educated, Higher Income"
45249,Cincinnati,Hamilton,OH,Ohio,39.27548,-84.32799,America/New_York,38.3,13273,129,0.009814363968350578,760.6,3417,-33,-0.00956521739130435,327800,76549,-1576,-0.020172799999999998,15.3,113803,46336,65.0,8.6,8452,6.7,94.4,63.4,103.5,25.6,15.2,74.7,6.5,12.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45251,Cincinnati,Hamilton,OH,Ohio,39.26809,-84.59384,America/New_York,38.4,22577,-190,-0.008345412219440419,725.5,6067,104,0.017440885460338756,114300,60979,1991,0.033752627653081985,2.1,73083,28082,70.6,5.3,16648,9.9,90.7,21.1,86.9,25.1,13.9,68.7,24.2,2.4,2,"Middle Aged, Employed, Educated, Higher Income"
45252,Cincinnati,Hamilton,OH,Ohio,39.27347,-84.63214,America/New_York,52.7,4554,-95,-0.020434502043450202,155.9,1790,37,0.02110667427267541,205700,80263,6918,0.09432135796577816,12.9,116734,48468,64.8,3.4000000000000004,3823,2.5,95.0,39.9,111.8,15.5,24.3,87.5,6.6,4.0,2,"Middle Aged, Employed, Educated, Higher Income"
45255,Cincinnati,Hamilton,OH,Ohio,39.05885,-84.32711,America/New_York,41.9,21641,466,0.022007083825265644,657.9,6285,34,0.005439129739241722,188800,72550,3419,0.04945682834039722,8.5,98614,39796,64.0,6.0,16268,4.1,95.9,48.1,92.3,23.6,17.8,94.5,1.1,2.5,2,"Middle Aged, Employed, Educated, Higher Income"
45304,Arcanum,Darke,OH,Ohio,39.9888,-84.53121,America/New_York,40.1,7140,-230,-0.03120759837177748,33.2,2064,-58,-0.027332704995287463,119800,60417,3687,0.06499206768905341,1.0,67392,25419,72.7,5.6000000000000005,5370,4.9,93.6,14.6,100.9,24.5,14.8,98.5,0.4,0.1,2,"Middle Aged, Employed, Educated, Higher Income"
45305,Bellbrook,Greene,OH,Ohio,39.63476,-84.07969,America/New_York,40.4,10991,-214,-0.01909861668897813,286.3,3454,77,0.02280130293159609,193900,88651,3255,0.038116539416366106,9.5,105594,41435,68.6,5.7,8133,3.5,97.2,55.4,94.7,24.8,17.3,93.7,3.6,0.7,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45308,Bradford,Darke,OH,Ohio,40.12549,-84.4574,America/New_York,44.4,4031,-57,-0.013943248532289627,35.3,1335,-9,-0.006696428571428571,113000,53846,712,0.013400082809500507,0.8,64307,26497,66.1,5.1,3151,6.2,88.1,10.3,95.3,21.7,17.8,98.3,0.4,0.3,3,"Older, Employed, Lower Educated, Middle Income"
45309,Brookville,Montgomery,OH,Ohio,39.84262,-84.42149,America/New_York,45.9,12391,-79,-0.006335204490777867,70.3,3940,-63,-0.015738196352735448,141500,53364,1661,0.03212579540839023,2.9,66540,28768,58.0,6.4,9547,6.0,93.3,19.2,92.3,22.2,23.7,96.8,0.6,0.5,3,"Older, Employed, Lower Educated, Middle Income"
45311,Camden,Preble,OH,Ohio,39.62692,-84.6671,America/New_York,42.6,6145,161,0.026905080213903743,26.9,1765,-105,-0.056149732620320865,122100,55720,2187,0.040853305437767364,1.7,65377,24159,59.3,5.1,4718,7.4,87.0,11.4,96.8,22.9,16.0,96.1,0.0,0.3,3,"Older, Employed, Lower Educated, Middle Income"
45314,Cedarville,Greene,OH,Ohio,39.74698,-83.77571,America/New_York,21.6,5902,-161,-0.02655451096816757,45.1,980,-34,-0.03353057199211045,188900,59408,4706,0.08602976125187377,7.0,89921,22972,60.9,1.1,5128,6.0,94.5,42.6,87.2,11.8,9.9,88.8,6.9,1.3,5,"Young, Employed, Lower Educated, Low Income"
45315,Clayton,Montgomery,OH,Ohio,39.85699,-84.33909,America/New_York,51.6,4102,-413,-0.09147286821705426,157.4,1371,-74,-0.05121107266435986,157900,79688,1656,0.02122206274348985,2.5,83214,34506,64.7,4.8,3277,3.1,93.0,37.4,109.3,19.9,24.4,81.8,17.3,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
45318,Covington,Miami,OH,Ohio,40.12929000000001,-84.35344,America/New_York,41.6,5680,-61,-0.010625326598153632,46.3,1632,32,0.02,139700,52321,199,0.003817965542381336,2.4,63515,24703,63.4,6.6000000000000005,4213,8.9,88.1,10.2,101.8,25.7,16.1,97.6,0.3,0.1,3,"Older, Employed, Lower Educated, Middle Income"
45320,Eaton,Preble,OH,Ohio,39.74915,-84.68804,America/New_York,43.0,15065,-307,-0.019971376528753575,45.3,4269,8,0.0018774935461159355,116200,48171,10,0.00020763688461618326,1.6,61693,25308,59.3,5.1,11546,8.8,89.0,16.5,91.4,22.5,19.8,96.3,0.7,0.5,3,"Older, Employed, Lower Educated, Middle Income"
45322,Englewood,Montgomery,OH,Ohio,39.89786,-84.32866,America/New_York,42.8,21121,-177,-0.008310639496666355,415.9,6961,45,0.0065066512434933475,113600,63514,3421,0.05692842760388065,2.0,74703,31207,65.2,7.199999999999998,16229,5.7,94.1,24.7,97.1,21.8,18.9,85.5,8.8,1.7,2,"Middle Aged, Employed, Educated, Higher Income"
45323,Enon,Clark,OH,Ohio,39.84989,-83.92758,America/New_York,46.5,5248,-26,-0.004929844520288207,305.8,1805,-5,-0.0027624309392265192,125100,59494,2740,0.048278535433625834,2.8,76354,33140,59.8,4.7,4266,4.2,92.0,25.7,95.4,17.8,22.8,95.6,1.4,0.5,3,"Older, Employed, Lower Educated, Middle Income"
45324,Fairborn,Greene,OH,Ohio,39.82283,-83.99406,America/New_York,31.5,40828,49,0.0012015988621594447,493.6,8252,-163,-0.01937017231134878,116500,47428,3950,0.09085054510327062,1.5,59002,24995,64.2,4.7,31881,14.6,89.4,29.9,90.0,18.5,13.9,82.8,7.9,4.1,5,"Young, Employed, Lower Educated, Low Income"
45327,Germantown,Montgomery,OH,Ohio,39.6325,-84.39986,America/New_York,43.3,9416,-104,-0.010924369747899159,71.7,2873,92,0.033081625314635016,154200,60759,384,0.006360248447204969,3.6,81146,31399,64.2,7.7,6937,8.2,92.8,24.4,93.1,25.6,17.0,97.8,1.1,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
45335,Jamestown,Greene,OH,Ohio,39.63031,-83.73380999999998,America/New_York,44.1,6877,163,0.024277628835269585,31.6,1999,38,0.019377868434472208,149200,59250,5254,0.09730350396325654,2.4,73403,28131,61.6,3.1,5309,8.0,89.6,16.4,89.6,22.7,19.3,99.0,0.4,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45338,Lewisburg,Preble,OH,Ohio,39.84998,-84.54359000000002,America/New_York,44.8,4975,-10,-0.0020060180541624875,40.2,1698,64,0.03916768665850673,135900,59148,4544,0.08321734671452641,1.9,67624,27555,68.1,8.7,3819,6.5,93.2,15.3,105.1,22.9,18.5,99.3,0.2,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45341,Medway,Clark,OH,Ohio,39.87671,-84.02334,America/New_York,43.9,3899,151,0.04028815368196372,259.5,1300,60,0.04838709677419355,82900,42537,410,0.009732475609466612,0.4,52692,21702,54.3,3.1,2785,13.0,86.3,16.3,102.3,25.9,22.2,91.4,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45342,Miamisburg,Montgomery,OH,Ohio,39.62985,-84.27634,America/New_York,39.4,36474,-5,-0.0001370651607774336,409.5,9943,347,0.03616090037515632,140000,58538,2012,0.035594239818844416,3.6,74108,31689,67.5,4.6,26980,10.7,91.4,28.6,97.3,22.7,15.1,87.0,4.9,4.6,2,"Middle Aged, Employed, Educated, Higher Income"
45344,New Carlisle,Clark,OH,Ohio,39.95645,-84.00955,America/New_York,39.4,16083,-654,-0.03907510306506543,99.1,4535,-158,-0.03366716386106968,104100,48954,2110,0.045043121851250964,2.7,64863,24327,60.0,4.9,11608,12.6,86.3,17.2,100.6,25.6,16.4,97.1,0.2,0.5,4,"Younger, Employed, Lower Educated, Low Income"
45345,New Lebanon,Montgomery,OH,Ohio,39.73786,-84.40749,America/New_York,41.1,6023,-35,-0.005777484318256851,108.5,1501,-43,-0.027849740932642485,102800,48831,2436,0.052505657937277725,3.4,61169,24065,58.1,7.6,4444,15.3,90.5,9.4,97.3,24.9,16.6,93.0,1.6,1.3,3,"Older, Employed, Lower Educated, Middle Income"
45347,New Paris,Preble,OH,Ohio,39.88233,-84.76264,America/New_York,41.1,4643,-62,-0.013177470775770457,30.3,1378,60,0.04552352048558422,101300,53656,771,0.01457880306325045,1.3,66475,26319,65.9,3.7,3542,11.9,87.5,13.6,95.8,23.3,15.3,97.4,1.5,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45356,Piqua,Miami,OH,Ohio,40.16089,-84.23154,America/New_York,39.7,25249,-30,-0.001186755805213814,127.5,6512,-132,-0.019867549668874173,93600,48084,2212,0.048221137077084066,0.6,56670,23498,64.1,5.5,19549,10.1,88.0,14.2,97.0,22.3,17.1,92.4,2.9,1.0,4,"Younger, Employed, Lower Educated, Low Income"
45365,Sidney,Shelby,OH,Ohio,40.28425,-84.15952,America/New_York,39.3,30176,-190,-0.006256997958242772,73.6,7486,44,0.005912389142703574,126000,51991,2162,0.04338838828794477,2.2,69582,27539,66.9,9.6,21945,8.9,88.6,16.3,99.3,25.5,15.2,91.7,4.4,1.3,4,"Younger, Employed, Lower Educated, Low Income"
45368,South Charleston,Clark,OH,Ohio,39.84329,-83.65489000000002,America/New_York,41.3,5060,84,0.016881028938906754,23.1,1352,-52,-0.037037037037037035,119000,50122,1490,0.030638262872182926,1.8,66402,25656,64.6,3.8,3760,10.4,89.1,15.5,103.0,25.3,14.0,97.6,0.3,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45369,South Vienna,Clark,OH,Ohio,39.95303,-83.60429,America/New_York,40.6,3542,11,0.003115264797507788,31.0,1052,28,0.02734375,153800,57450,3978,0.07439407540394972,4.9,74034,27659,64.6,7.3,2704,7.2,94.9,19.1,102.9,23.7,14.9,99.2,0.0,0.2,2,"Middle Aged, Employed, Educated, Higher Income"
45370,Spring Valley,Greene,OH,Ohio,39.60729,-84.02846,America/New_York,47.7,2553,165,0.06909547738693468,44.1,920,76,0.09004739336492891,268400,90024,11213,0.14227709329915875,15.4,116292,43894,62.7,7.6,1932,2.1,96.2,47.5,102.1,24.0,14.2,99.3,0.0,0.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
45371,Tipp City,Miami,OH,Ohio,39.94037,-84.16255,America/New_York,41.9,19452,92,0.004752066115702479,143.7,5698,-104,-0.017924853498793518,168000,68179,85,0.0012482744441507329,4.1,83351,33425,63.3,7.9,14718,2.9,92.4,28.1,92.5,23.6,18.4,95.9,1.0,1.2,2,"Middle Aged, Employed, Educated, Higher Income"
45373,Troy,Miami,OH,Ohio,40.03219,-84.19473,America/New_York,40.7,35640,204,0.0057568574331188635,158.5,9111,-8,-0.0008772891764447856,144800,55582,1133,0.020808462965343714,3.8,73742,29894,66.3,6.2,26773,7.4,90.8,27.5,99.0,23.6,16.4,91.4,3.5,2.2,2,"Middle Aged, Employed, Educated, Higher Income"
45377,Vandalia,Montgomery,OH,Ohio,39.89645,-84.22334000000002,America/New_York,44.1,15466,84,0.00546092835782083,265.9,4273,44,0.010404350910380705,140400,58000,-600,-0.010238907849829351,2.9,70290,31258,65.8,3.3000000000000003,12020,5.4,91.9,25.1,97.0,20.7,19.0,90.4,4.9,1.1,2,"Middle Aged, Employed, Educated, Higher Income"
45381,West Alexandria,Preble,OH,Ohio,39.73151,-84.52452,America/New_York,41.0,5448,47,0.008702092205147194,41.5,1624,-37,-0.022275737507525588,128800,53384,2880,0.05702518612387138,0.7,62195,24178,61.2,5.800000000000002,4152,10.7,90.9,14.4,107.5,23.7,16.4,97.0,0.5,1.1,3,"Older, Employed, Lower Educated, Middle Income"
45383,West Milton,Miami,OH,Ohio,39.9562,-84.33773000000002,America/New_York,44.1,7088,-304,-0.041125541125541135,104.2,2072,-192,-0.08480565371024736,124700,46947,-4902,-0.09454377133599492,1.2,57800,24592,64.6,3.9,5515,7.8,84.8,14.7,95.6,22.0,20.8,99.1,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
45385,Xenia,Greene,OH,Ohio,39.66978,-83.91317,America/New_York,42.9,38215,-14,-0.00036621413063381205,105.2,11108,196,0.017961876832844576,128000,52849,3000,0.0601817488816225,3.9,70536,29790,57.8,4.7,29763,12.9,89.1,25.5,94.3,21.5,18.2,84.9,10.6,0.6,3,"Older, Employed, Lower Educated, Middle Income"
